rteno,BCR,obs_species_2010,est_species_2010,obs_species_2011,est_species_2011,obs_species_2012,est_species_2012,obs_species_2013,est_species_2013,obs_species_2014,est_species_2014
83358,25,,,,,52,79,,,37,53
83359,21,43,47,47,70,40,47,,,50,72
83360,21,39,68,37,69,32,41,36,56,38,48
83361,21,37,46,35,63,33,40,33,42,41,80
83362,19,37,66,,,29,40,26,34,24,36
83363,19,44,55,40,66,38,45,38,44,34,42
83364,18,52,82,43,79,36,63,38,69,47,79
83365,18,25,36,26,41,30,43,23,33,23,33
83366,19,,,,,26,44,33,55,,
83367,19,42,52,29,39,39,50,,,,
83368,19,41,46,47,56,40,52,41,49,43,49
83369,18,,,,,24,32,22,24,30,35
83371,18,27,46,25,46,,,,,,
83372,18,27,48,,,,,,,,
83374,18,21,25,,,,,,,,
83375,18,27,40,,,,,,,,
83376,18,22,23,,,,,21,29,18,19
83378,37,54,70,62,71,59,72,47,57,,
83379,36,,,,,,,41,49,39,52
83390,35,41,74,37,51,39,52,39,57,43,49
83391,35,34,42,28,36,24,30,22,24,31,60
83392,35,,,23,31,,,24,36,23,47
83402,37,83,146,84,111,73,114,63,80,59,96
83409,36,,,,,,,51,62,47,56
83410,36,49,57,47,54,49,57,54,94,,
83412,37,,,,,46,82,40,50,44,60
83418,35,40,46,45,50,41,61,,,,
83432,35,40,72,40,64,36,50,37,43,34,55
83438,21,39,47,39,68,38,80,30,38,33,39
83439,19,50,75,55,79,51,63,53,64,49,56
83448,25,,,,,,,,,54,71
83457,25,,,55,74,58,81,,,,
83507,37,,,53,60,56,92,52,71,,
83510,18,28,37,27,32,23,29,25,34,,
85001,9,17,18,15,17,,,,,,
85002,9,45,62,52,74,42,48,32,53,37,46
85004,9,20,41,22,39,15,25,17,32,16,35
85008,16,32,47,,,29,32,32,58,34,41
85010,9,47,71,48,103,,,,,43,65
85011,9,49,92,47,76,51,95,41,54,36,53
85012,16,26,41,20,27,23,46,20,26,16,25
85013,16,,,,,,,24,28,,
85014,9,,,,,,,,,11,13
85015,16,50,82,50,104,,,54,93,46,75
85016,16,21,23,22,29,14,16,23,47,22,30
85017,16,30,54,26,32,26,35,,,,
85019,9,29,35,28,51,20,25,26,41,27,56
85020,16,56,80,42,84,49,93,47,68,,
85021,16,46,62,45,72,50,90,47,67,45,58
85022,16,20,27,22,34,13,15,19,20,18,20
85023,16,33,56,,,,,,,36,65
85024,9,66,97,48,62,58,102,55,100,,
85025,9,24,31,,,,,,,,
85034,16,,,36,58,27,31,29,41,,
85103,16,,,,,,,,,52,76
85104,9,25,47,21,29,24,49,27,47,25,42
85105,9,26,39,30,58,,,25,31,34,52
85107,16,,,,,,,39,68,38,61
85108,16,41,54,42,61,42,63,38,68,38,61
85109,9,12,13,11,19,10,18,7,9,6,8
85110,9,32,44,,,,,,,,
85112,16,32,48,31,39,21,36,26,37,34,78
85113,16,36,60,36,58,29,52,28,42,29,58
85114,9,,,,,,,,,5,6
85115,16,35,56,31,38,,,43,57,32,40
85116,16,29,51,25,29,,,23,25,32,46
85117,16,14,18,21,34,,,,,,
85118,16,,,18,37,,,21,27,23,40
85119,9,38,76,41,80,30,57,32,46,28,39
85120,16,,,19,21,,,20,37,23,32
85121,16,51,87,44,87,48,95,48,83,50,77
85122,16,15,22,15,19,8,20,,,,
85123,16,27,41,29,46,30,40,32,43,34,38
85152,9,,,52,62,51,59,53,65,53,62
85153,10,64,113,61,88,72,132,60,103,64,93
85155,9,35,47,34,45,30,45,33,57,33,73
85156,16,,,,,46,56,47,65,,
85158,16,39,70,33,60,39,55,29,34,30,36
85159,9,44,83,42,60,42,60,52,74,,
85161,16,54,77,,,54,78,50,64,,
85162,16,33,68,31,54,,,,,21,27
85164,9,14,18,,,,,16,23,16,33
85165,16,47,55,,,,,,,48,64
85166,16,56,83,,,,,61,107,63,95
85169,16,40,54,35,43,24,31,,,42,54
85170,16,50,78,43,66,,,48,65,45,74
85171,16,15,18,16,32,,,10,12,17,24
85173,16,,,,,,,,,37,55
85174,16,47,60,,,46,59,53,103,52,68
85203,16,49,71,51,102,,,,,,
85206,16,49,80,,,52,68,51,85,55,70
85218,16,,,,,,,35,43,39,48
85251,9,18,28,18,25,10,11,14,31,15,25
85257,16,,,,,,,55,71,64,87
85263,16,,,,,,,41,50,,
85267,16,11,13,17,19,15,27,,,,
85301,9,40,46,44,57,,,,,,
85302,9,,,,,,,,,43,84
85304,9,10,13,,,,,13,20,13,15
85305,9,,,39,51,34,63,29,50,,
85306,16,51,71,49,60,,,54,80,,
85307,16,70,109,45,69,47,57,,,65,97
85308,16,,,42,57,45,83,,,,
85310,9,38,57,,,,,22,26,27,33
85311,16,,,,,50,95,53,93,58,94
85313,16,23,45,24,30,14,32,21,31,29,55
85314,9,21,27,21,42,13,25,16,31,,
85315,9,39,72,37,58,35,48,24,37,,
85316,16,39,77,44,87,39,81,40,80,43,92
85317,16,16,28,14,19,12,19,15,20,13,17
85318,16,21,25,15,19,,,21,23,17,19
85319,9,64,83,61,88,54,70,,,,
85320,16,63,87,54,95,,,,,,
85321,16,33,50,36,50,30,62,27,36,30,50
85323,16,,,33,42,,,40,68,37,50
85368,16,60,84,61,89,57,93,63,78,58,83
85412,16,43,77,44,60,,,,,,
85512,16,,,,,38,59,37,48,42,79
87001,14,,,,,,,,,55,63
87002,13,,,63,75,,,,,,
87003,14,55,95,47,64,50,60,45,60,49,71
87005,14,55,68,52,72,56,70,,,57,81
87006,14,57,90,44,65,53,97,50,85,54,87
87007,14,65,81,69,99,68,86,57,88,61,77
87008,14,40,72,,,,,36,60,31,36
87009,14,,,58,70,54,62,57,74,59,71
87010,14,65,102,63,88,59,74,68,80,66,99
87011,14,65,84,67,91,59,105,68,95,,
87012,14,,,,,,,42,50,57,100
87013,14,,,62,83,52,61,,,,
87014,14,69,104,60,82,63,101,58,89,60,72
87015,14,58,70,,,56,66,55,87,58,71
87017,14,63,77,63,78,61,72,57,68,,
87019,14,60,91,,,,,47,58,,
87022,13,43,51,50,87,46,75,44,54,44,55
87023,13,45,58,49,63,42,51,41,54,35,44
87116,14,59,80,48,70,53,78,50,72,55,83
87120,14,56,79,55,75,,,39,60,,
87121,13,,,,,53,63,46,68,49,59
88001,28,,,61,79,60,75,,,,
88002,29,53,59,,,,,,,,
88003,28,58,70,64,80,57,70,58,73,62,82
88004,28,62,71,64,82,63,73,63,91,60,71
88005,28,56,63,54,66,64,76,63,73,65,76
88006,29,,,55,60,,,,,67,93
88007,28,61,73,,,60,67,56,60,63,73
88008,28,,,,,,,,,58,72
88010,27,72,86,68,79,75,85,71,82,74,104
88012,29,51,69,51,61,47,55,50,60,,
88013,28,61,94,56,88,53,60,,,,
88014,28,49,82,48,73,44,56,41,49,44,81
88015,28,,,,,,,56,80,59,84
88017,28,38,55,35,39,37,53,34,40,31,41
88019,29,66,77,,,,,58,67,,
88020,29,,,55,68,,,,,,
88021,29,60,75,,,55,85,56,65,60,74
88022,29,52,62,46,73,53,78,51,71,51,57
88023,29,61,82,58,74,62,77,56,84,62,93
88024,29,59,69,61,73,61,72,52,64,,
88025,29,,,,,,,,,55,73
88026,29,59,63,64,77,63,72,63,77,66,73
88028,29,64,88,59,67,64,73,63,75,59,70
88029,30,55,63,60,85,56,68,58,75,59,73
88030,27,60,70,66,77,62,72,64,79,57,68
88031,27,51,60,47,57,61,72,64,75,,
88032,30,59,75,51,73,55,61,,,,
88036,28,,,60,74,53,63,63,78,,
88037,29,54,73,51,65,52,80,53,74,55,85
88039,29,47,54,50,55,61,97,56,66,55,67
88040,29,62,86,53,62,54,64,56,71,51,60
88041,29,49,62,56,77,56,85,52,57,54,66
88042,29,71,82,76,88,73,83,,,,
88043,27,48,69,66,81,67,74,,,69,77
88044,27,62,67,61,66,70,80,60,66,60,65
88046,27,60,71,,,,,,,67,81
88047,28,,,,,43,60,,,,
88048,27,62,94,67,103,56,62,58,72,53,62
88049,29,49,60,57,83,56,69,55,72,53,58
88050,29,60,72,,,55,73,57,83,62,85
88051,29,59,89,61,73,59,73,57,67,60,77
88052,29,,,53,61,,,,,,
88102,29,,,,,64,81,64,97,61,76
88127,27,60,65,62,65,69,95,69,79,65,90
88134,28,47,55,47,52,51,86,46,71,51,61
88135,28,,,,,,,66,83,,
89001,5,44,54,50,61,51,84,47,76,48,61
89002,5,70,110,57,73,67,103,64,91,62,93
89003,5,48,58,,,43,52,53,65,52,62
89004,9,49,59,56,82,61,75,60,76,56,73
89005,9,53,69,56,74,61,76,57,69,61,99
89006,9,55,100,52,71,46,55,,,,
89008,10,63,79,,,,,54,65,54,64
89009,5,46,58,43,80,46,78,40,59,45,65
89010,5,51,60,50,58,47,55,47,54,43,51
89014,9,48,84,42,60,,,,,,
89015,9,,,,,39,60,,,,
89016,9,57,74,61,92,,,68,121,60,75
89017,5,46,54,42,51,48,65,53,64,51,75
89018,5,,,,,,,58,71,,
89019,9,58,93,54,67,61,83,58,70,71,124
89020,9,,,,,,,46,56,44,49
89021,9,21,33,23,28,24,30,19,23,,
89022,9,30,37,25,30,,,26,38,,
89023,9,40,47,45,73,,,,,51,94
89025,9,,,,,63,93,61,88,57,66
89026,9,,,21,40,26,54,26,41,24,32
89027,9,61,79,69,87,55,64,55,72,59,68
89028,9,,,37,46,37,47,,,,
89029,9,47,72,53,77,57,107,48,64,43,79
89030,9,71,86,,,67,85,78,119,55,95
89031,10,39,66,,,,,,,,
89032,10,58,98,65,128,53,80,,,,
89034,5,,,,,,,,,54,74
89035,9,44,54,41,49,50,86,62,88,62,90
89036,9,60,72,67,79,66,81,57,65,63,89
89037,9,38,58,38,53,,,37,60,,
89038,9,,,,,45,71,54,96,41,76
89039,9,52,69,47,75,46,67,,,,
89040,5,,,,,,,57,67,51,83
89041,5,62,73,,,56,67,43,53,47,78
89043,5,57,84,45,69,54,79,52,75,53,93
89044,9,,,63,81,67,106,69,86,63,99
89046,9,26,41,31,49,26,32,26,34,26,39
89047,10,,,,,56,84,,,,
89048,9,32,53,24,28,31,44,32,56,26,35
89049,9,,,41,80,42,47,44,88,36,45
89051,10,,,,,78,102,81,101,,
89053,5,50,55,49,59,49,57,50,59,48,59
89054,5,38,47,45,59,49,79,48,63,43,51
89055,9,50,63,50,68,,,42,48,56,79
89057,9,,,47,68,49,73,49,84,41,51
89058,9,45,73,40,57,45,83,,,,
89059,5,43,50,,,,,63,70,,
89060,5,,,,,,,37,48,38,52
89061,5,30,33,35,65,36,47,26,28,37,50
89063,9,47,70,40,56,47,62,51,91,45,61
89065,9,32,48,,,42,57,41,50,42,66
89066,5,43,61,39,47,47,71,39,56,42,57
89068,9,49,60,,,,,46,57,,
89069,10,88,132,90,139,89,154,88,159,86,135
89070,10,77,92,78,95,80,97,80,106,68,76
89071,10,65,102,65,92,64,87,60,86,64,103
89072,5,48,71,47,74,44,52,48,74,46,71
89074,9,51,68,47,56,52,65,,,,
89075,9,37,50,51,70,48,56,46,76,46,59
89076,9,38,49,,,,,,,,
89077,10,73,102,69,105,69,88,,,,
89078,5,62,89,61,85,,,44,51,,
89079,5,49,59,45,49,42,53,44,55,50,82
89080,5,36,42,,,,,36,43,33,35
89081,9,54,76,,,,,,,,
89084,10,56,83,,,57,82,,,56,73
89085,9,,,,,,,49,59,46,76
89111,5,60,100,63,78,,,63,83,72,121
89113,9,,,,,61,81,,,,
89133,5,45,54,,,,,55,62,,
89145,9,52,79,,,47,87,47,70,,
89152,10,32,35,38,44,35,43,41,57,41,50
89164,9,19,36,20,39,21,39,19,31,16,23
89173,9,,,,,,,,,29,32
89182,9,37,46,,,,,,,,
89242,5,62,68,63,73,66,79,,,65,81
89262,9,,,,,,,,,25,28
90001,28,57,82,,,64,88,58,75,57,90
90002,28,43,50,45,63,58,74,62,93,,
90003,28,68,77,73,85,76,117,69,85,69,112
90005,28,68,83,62,78,56,71,65,107,65,74
90006,28,49,57,54,66,,,,,,
90007,28,68,89,67,80,59,74,64,82,68,82
90014,28,61,67,59,64,59,65,60,68,65,89
90015,28,,,,,,,58,64,,
90016,28,66,96,63,70,67,75,64,69,66,77
90019,28,55,64,57,70,56,65,,,56,64
90020,28,53,58,52,57,48,51,45,52,47,53
90021,28,58,66,61,75,53,74,56,70,54,65
90024,28,57,63,62,85,59,84,,,,
90025,28,61,66,,,68,88,67,95,,
90026,28,69,81,68,80,69,75,70,78,70,83
90027,28,54,66,49,58,,,49,56,50,58
90028,28,55,63,61,68,60,67,64,78,61,75
90029,28,61,96,,,55,62,53,67,56,63
90030,28,66,80,71,90,,,,,69,89
90031,28,60,67,51,57,55,65,60,71,62,100
90033,28,,,,,51,69,46,71,52,59
90034,28,,,63,74,,,,,,
90036,28,63,71,68,78,63,70,65,70,,
90037,28,62,70,58,68,63,70,55,61,69,79
90038,28,58,93,57,64,54,62,49,80,,
90039,28,65,75,68,79,65,69,67,84,67,74
90041,28,65,72,63,75,63,72,64,83,62,70
90042,28,61,68,70,95,,,,,,
90043,28,54,85,52,59,49,56,59,79,47,70
90044,28,,,50,61,63,72,55,74,58,71
90046,28,63,78,59,77,69,88,63,76,65,98
90048,28,55,61,57,67,59,72,55,65,58,68
90051,28,,,,,56,69,56,66,59,77
90053,28,51,58,,,68,81,70,89,62,72
90140,28,64,88,60,71,65,76,,,61,74
90149,28,54,64,,,48,57,55,69,63,73
90150,28,60,69,,,60,73,56,70,69,77
91001,12,,,66,102,,,67,86,58,69
91002,12,,,75,97,71,105,70,89,71,87
91003,12,59,89,67,91,66,90,56,81,57,86
91004,12,62,88,56,79,62,74,61,75,60,71
91005,12,64,93,59,80,78,116,71,82,68,82
91006,12,59,66,59,67,57,67,63,82,61,70
91007,12,51,64,60,93,51,71,47,71,38,51
91008,12,48,54,57,92,46,52,62,75,52,78
91009,23,,,66,91,61,70,69,85,,
91010,23,77,107,74,88,81,106,82,130,79,104
91011,12,67,96,63,91,69,102,66,95,64,85
91012,23,79,91,80,110,81,95,81,96,77,100
91013,23,79,97,79,92,,,74,91,77,100
91014,23,73,100,81,99,83,104,75,92,72,96
91015,12,78,96,79,95,85,131,86,116,81,132
91016,12,65,105,65,111,64,78,56,72,61,110
91017,12,59,72,60,67,67,88,60,71,64,79
91019,12,68,92,72,114,73,123,65,82,70,93
91020,12,59,71,74,105,65,80,70,93,67,83
91021,23,51,67,46,58,49,62,54,72,43,62
91022,12,74,93,72,82,70,82,71,83,74,95
91023,12,53,59,59,75,54,66,59,98,62,85
91024,12,66,84,66,107,62,83,57,87,51,74
91025,12,48,54,46,59,52,88,54,74,53,81
91026,12,56,70,46,51,,,60,111,46,60
91027,12,73,97,65,84,65,103,,,64,91
91028,12,57,83,62,93,66,85,57,82,62,91
91029,12,60,72,66,89,65,102,63,87,67,82
91030,12,63,77,59,73,56,70,49,60,52,69
91031,23,59,67,57,84,63,74,53,58,56,86
91032,23,63,81,54,66,59,77,55,67,64,91
91033,23,59,66,58,65,55,66,49,61,56,88
91034,23,,,62,87,,,,,,
91035,23,74,88,84,106,82,109,72,88,73,90
91036,23,64,82,66,98,58,88,56,67,65,94
91038,23,88,141,80,115,,,75,108,,
91039,23,57,84,53,67,55,60,55,68,56,77
91040,23,49,56,54,71,59,67,52,76,63,99
91041,23,57,78,54,74,55,79,54,67,67,78
91042,23,71,79,70,87,71,100,52,66,55,61
91043,23,53,64,48,74,42,67,41,66,43,72
91044,23,80,98,85,117,88,143,79,120,82,129
91045,23,69,118,,,67,106,72,97,68,84
91047,23,70,76,60,87,71,87,64,89,60,78
91048,23,66,83,65,86,60,73,60,83,58,88
91049,23,78,89,58,94,62,78,67,100,64,82
91050,23,,,62,69,60,83,59,72,55,65
91051,23,59,71,57,65,64,85,51,59,48,57
91052,23,53,82,56,65,61,85,61,83,52,78
91053,23,58,68,65,81,57,70,59,97,63,74
91054,23,55,62,59,90,59,76,54,72,55,72
91055,23,78,92,70,81,73,85,63,77,68,78
91056,23,70,84,72,82,68,78,74,79,69,79
91057,23,69,91,64,80,58,68,61,85,68,107
91058,23,62,74,61,78,60,70,65,79,60,83
91059,23,54,65,42,53,50,64,45,80,43,69
91060,23,60,76,54,64,67,85,59,87,55,66
91061,23,,,56,76,52,73,63,89,54,66
91062,23,51,67,53,63,56,67,,,62,101
91063,23,58,81,66,85,64,86,59,98,64,83
91064,23,60,68,56,65,59,69,62,89,58,75
91065,23,47,64,46,63,41,55,40,49,33,59
91066,23,53,92,55,68,51,86,51,60,47,58
91068,23,63,76,69,83,58,68,66,89,63,74
91069,23,61,69,60,79,61,80,52,68,61,77
91070,22,45,49,52,61,46,58,50,66,51,58
91118,23,68,94,69,86,61,104,68,108,57,71
91137,23,47,70,,,43,52,45,57,42,68
91146,23,78,93,70,84,73,83,75,96,72,108
91167,23,56,66,57,91,54,65,57,77,51,83
91301,12,64,74,61,71,57,65,62,96,57,66
91302,12,55,71,64,91,58,74,65,81,61,88
91303,12,64,80,64,119,65,78,63,94,57,91
91304,12,70,84,70,121,,,77,102,63,77
91305,12,,,78,102,81,104,79,95,75,98
91306,12,74,89,73,112,78,131,73,91,70,104
91307,12,74,99,73,102,64,85,62,100,71,119
91308,12,66,109,61,97,70,118,66,84,70,118
91309,22,,,,,64,79,57,68,54,59
91310,23,75,89,79,105,76,105,,,,
91311,23,57,67,54,86,48,68,54,66,64,102
91312,23,62,78,58,70,60,95,57,67,72,86
91313,23,70,83,64,78,66,85,65,102,61,82
91314,23,61,78,55,66,60,75,63,78,57,94
91315,23,61,67,65,74,64,74,63,72,62,71
91316,23,52,57,50,55,61,68,,,48,60
91317,23,71,77,76,84,73,82,69,80,73,82
91318,23,61,95,59,103,,,,,,
91319,23,63,77,60,71,64,83,55,66,56,69
91320,23,62,94,61,94,66,78,62,75,57,64
91322,23,57,72,52,57,52,65,52,65,53,70
91421,23,53,67,45,62,53,63,48,58,,
92001,10,47,74,45,53,48,66,51,71,,
92002,10,42,55,47,63,29,44,49,67,45,58
92003,10,,,,,,,,,41,48
92005,17,41,61,38,57,40,55,35,47,35,48
92007,17,54,67,54,68,57,69,54,66,48,54
92009,10,56,95,56,77,54,71,53,76,57,115
92011,10,40,57,35,44,36,48,34,47,35,64
92015,10,51,83,56,79,51,77,51,73,,
92017,10,15,22,14,16,,,13,31,13,25
92018,10,34,44,37,50,31,44,38,63,40,51
92019,16,59,106,63,126,47,99,52,94,40,80
92021,17,,,,,,,,,20,37
92022,10,,,32,54,21,31,25,52,,
92025,10,39,47,,,,,41,50,38,46
92026,10,44,67,43,50,44,53,46,79,,
92027,16,31,45,,,,,,,,
92028,18,44,71,41,67,45,79,36,64,43,82
92030,10,59,73,55,96,54,76,61,80,48,66
92032,10,70,81,,,,,,,,
92033,10,56,66,,,,,,,31,34
92035,10,,,,,,,31,41,30,43
92036,10,,,,,44,72,48,88,44,56
92038,10,51,65,51,84,51,87,54,77,55,79
92039,10,50,69,48,84,41,51,50,86,,
92040,17,54,66,55,87,55,66,55,88,49,56
92042,10,47,73,32,40,43,76,44,74,44,58
92043,17,,,,,,,,,16,18
92044,17,31,51,25,30,28,47,30,56,23,24
92046,17,,,,,,,,,31,46
92049,17,27,39,,,32,60,17,24,,
92051,10,60,114,,,50,68,51,89,54,96
92053,10,48,66,45,80,47,60,47,65,49,65
92056,10,,,,,,,,,39,49
92058,10,43,70,44,75,35,45,52,91,38,57
92059,10,17,19,23,33,29,53,22,28,25,50
92060,10,23,35,23,40,19,28,,,,
92061,10,39,71,32,61,31,49,25,49,,
92063,17,41,55,38,51,,,,,,
92064,17,43,55,37,46,37,47,42,50,,
92068,17,,,,,,,,,28,57
92069,17,,,,,31,53,25,50,,
92070,17,,,26,38,25,34,16,25,23,29
92072,10,,,,,,,,,41,50
92074,10,54,67,,,44,52,,,,
92075,10,45,77,,,,,38,59,37,68
92077,10,39,53,41,48,41,59,37,52,,
92078,10,33,48,30,59,25,28,32,57,25,34
92080,10,,,,,18,21,,,,
92081,10,24,43,25,54,21,42,22,45,26,50
92082,10,34,67,37,82,38,74,34,72,36,70
92083,10,24,30,32,59,32,66,29,46,26,46
92084,10,35,44,34,44,35,56,36,62,31,52
92085,10,,,17,35,22,29,17,21,16,17
92086,16,46,61,42,66,57,74,,,,
92087,16,55,76,50,66,56,91,53,69,52,62
92089,17,,,,,,,,,15,35
92090,17,26,29,28,34,25,27,21,28,21,33
92091,18,,,,,,,,,36,46
92097,10,26,32,23,27,,,27,45,26,36
92099,17,,,,,,,,,23,31
92104,10,46,75,42,67,45,65,48,79,,
92105,16,,,,,,,30,36,34,40
92106,16,,,,,,,30,57,,
92107,16,,,,,50,62,49,63,50,62
92109,10,,,,,49,83,,,,
92110,18,,,,,21,40,20,29,20,30
92111,18,,,,,24,29,21,29,23,39
92112,18,,,24,34,18,20,21,35,15,16
92120,17,36,47,35,56,36,49,38,65,30,48
92123,10,21,42,,,,,,,,
92148,17,48,70,41,52,41,54,42,57,42,56
92150,17,42,49,42,67,40,50,29,59,33,68
92167,17,,,,,20,32,18,27,22,30
92173,10,,,,,,,,,22,32
92180,10,,,,,,,17,28,16,19
92195,10,,,,,,,,,62,73
92198,10,13,31,10,20,11,23,,,,
92206,17,24,48,26,29,29,38,23,26,,
92208,10,,,44,70,,,,,,
92214,17,,,,,,,,,19,44
92250,17,52,79,57,64,55,63,59,80,49,60
92524,10,19,24,26,36,23,42,21,42,,
